namevariant,preflabel,coords,wikidata,atlasofmutualheritage
Langesaque,Nagasaki,"Point(32.7429 129.873)",http://www.wikidata.org/entity/Q38234,https://www.atlasofmutualheritage.nl/en/Nagasaki.333p
Negombo,Negombo,"Point(7.21671 79.8396)",http://www.wikidata.org/entity/Q668616,https://www.atlasofmutualheritage.nl/en/Negombo.334p
Nigombo,Negombo,"Point(7.21671 79.8396)",http://www.wikidata.org/entity/Q668616,https://www.atlasofmutualheritage.nl/en/Negombo.334p
Nigomba,Negombo,"Point(7.21671 79.8396)",http://www.wikidata.org/entity/Q668616,https://www.atlasofmutualheritage.nl/en/Negombo.334p
Negumbo,Negombo,"Point(7.21671 79.8396)",http://www.wikidata.org/entity/Q668616,https://www.atlasofmutualheritage.nl/en/Negombo.334p
Palembang,Palembang,"Point(-2.97047 104.749)",http://www.wikidata.org/entity/Q8131,https://www.atlasofmutualheritage.nl/en/Palembang.335p
Palembang,Palembang,"Point(-2.97047 104.749)",http://www.wikidata.org/entity/Q8131,https://www.atlasofmutualheritage.nl/en/Palembang.335p
Palembangh,Palembang,"Point(-2.97047 104.749)",http://www.wikidata.org/entity/Q8131,https://www.atlasofmutualheritage.nl/en/Palembang.335p
Palimbangh,Palembang,"Point(-2.97047 104.749)",http://www.wikidata.org/entity/Q8131,https://www.atlasofmutualheritage.nl/en/Palembang.335p
Pallembang,Palembang,"Point(-2.97047 104.749)",http://www.wikidata.org/entity/Q8131,https://www.atlasofmutualheritage.nl/en/Palembang.335p
Passo,Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
"Pas Baguwala",Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
Baguala,Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
Baguale,Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
"Pas Baguala",Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
Passo,Passo,"Point(-3.62654 128.246)",,https://www.atlasofmutualheritage.nl/en/Passo.336p
Pulicat,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Paliacatta,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Palliacatta,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Palliacatte,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Paliakatta,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Pellacata,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Paleacate,Pulicat,"Point(13.4174 80.3172)",http://www.wikidata.org/entity/Q2117793,https://www.atlasofmutualheritage.nl/en/Pulicat.337p
Salatiga,Salatiga,"Point(-7.34212 110.505)",http://www.wikidata.org/entity/Q11021,https://www.atlasofmutualheritage.nl/en/Salatiga.338p
"Sala Tiga",Salatiga,"Point(-7.34212 110.505)",http://www.wikidata.org/entity/Q11021,https://www.atlasofmutualheritage.nl/en/Salatiga.338p
Salatiga,Salatiga,"Point(-7.34212 110.505)",http://www.wikidata.org/entity/Q11021,https://www.atlasofmutualheritage.nl/en/Salatiga.338p
Sawaij,Sawaij,"Point(-2.95877 129.182)",http://www.wikidata.org/entity/Q24340620,https://www.atlasofmutualheritage.nl/en/Sawaij.339p
Saway,Sawaij,"Point(-2.95877 129.182)",http://www.wikidata.org/entity/Q24340620,https://www.atlasofmutualheritage.nl/en/Sawaij.339p
Surabaya,Surabaya,"Point(-7.2867 112.734)",http://www.wikidata.org/entity/Q11462,https://www.atlasofmutualheritage.nl/en/Surabaya.340p
Sourabaya,Surabaya,"Point(-7.2867 112.734)",http://www.wikidata.org/entity/Q11462,https://www.atlasofmutualheritage.nl/en/Surabaya.340p
Sourabaija,Surabaya,"Point(-7.2867 112.734)",http://www.wikidata.org/entity/Q11462,https://www.atlasofmutualheritage.nl/en/Surabaya.340p
Surabaya,Surabaya,"Point(-7.2867 112.734)",http://www.wikidata.org/entity/Q11462,https://www.atlasofmutualheritage.nl/en/Surabaya.340p
Soerabaja,Surabaya,"Point(-7.2867 112.734)",http://www.wikidata.org/entity/Q11462,https://www.atlasofmutualheritage.nl/en/Surabaya.340p
Surat,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Souratte,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Souratta,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Zuratta,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Sourata,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Suratte,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Zouratta,Surat,"Point(21.1959 72.8188)",http://www.wikidata.org/entity/Q4629,https://www.atlasofmutualheritage.nl/en/Surat.341p
Tegal,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Taggal,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Tagal,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Tagall,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Tengal,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Tegal,Tegal,"Point(-6.86601 109.133)",http://www.wikidata.org/entity/Q11027,https://www.atlasofmutualheritage.nl/en/Tegal.342p
Tuticorin,Tuticorin,"Point(8.81 78.1467)",http://www.wikidata.org/entity/Q41562,https://www.atlasofmutualheritage.nl/en/Tuticorin.343p
Tutecorin,Tuticorin,"Point(8.81 78.1467)",http://www.wikidata.org/entity/Q41562,https://www.atlasofmutualheritage.nl/en/Tuticorin.343p
Tutucorijn,Tuticorin,"Point(8.81 78.1467)",http://www.wikidata.org/entity/Q41562,https://www.atlasofmutualheritage.nl/en/Tuticorin.343p
Tuticorijn,Tuticorin,"Point(8.81 78.1467)",http://www.wikidata.org/entity/Q41562,https://www.atlasofmutualheritage.nl/en/Tuticorin.343p
"Toute Koryn",Tuticorin,"Point(8.81 78.1467)",http://www.wikidata.org/entity/Q41562,https://www.atlasofmutualheritage.nl/en/Tuticorin.343p
Makassar,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Macassar,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Maccassar,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Mackassar,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
"Oedjo Pande",Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Samboepo,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
"Ujung Pandang",Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Macasser,Makassar,"Point(-5.12941 119.416)",http://www.wikidata.org/entity/Q14634,https://www.atlasofmutualheritage.nl/en/Makassar.344p
Haruku,Haruku,"Point(-3.59429 128.417)",http://www.wikidata.org/entity/Q1587817,https://www.atlasofmutualheritage.nl/en/Haruku.345p
Haroeko,Haruku,"Point(-3.59429 128.417)",http://www.wikidata.org/entity/Q1587817,https://www.atlasofmutualheritage.nl/en/Haruku.345p
Harouko,Haruku,"Point(-3.59429 128.417)",http://www.wikidata.org/entity/Q1587817,https://www.atlasofmutualheritage.nl/en/Haruku.345p
Haroekoe,Haruku,"Point(-3.59429 128.417)",http://www.wikidata.org/entity/Q1587817,https://www.atlasofmutualheritage.nl/en/Haruku.345p
"Oma eiland",Haruku,"Point(-3.59429 128.417)",http://www.wikidata.org/entity/Q1587817,https://www.atlasofmutualheritage.nl/en/Haruku.345p
Liang,Liang,"Point(-3.50897 128.318)",http://www.wikidata.org/entity/Q24343879,https://www.atlasofmutualheritage.nl/en/Liang.346p
Liang,Liang,"Point(-3.50897 128.318)",http://www.wikidata.org/entity/Q24343879,https://www.atlasofmutualheritage.nl/en/Liang.346p
Lima,Lima,"Point(-3.64312 127.968)",,https://www.atlasofmutualheritage.nl/en/Lima.347p
Lima,Lima,"Point(-3.64312 127.968)",,https://www.atlasofmutualheritage.nl/en/Lima.347p
"Negorij Lima",Lima,"Point(-3.64312 127.968)",,https://www.atlasofmutualheritage.nl/en/Lima.347p
Ai,Ai,"Point(-4.52817 129.774)",http://www.wikidata.org/entity/Q2635206,https://www.atlasofmutualheritage.nl/en/Ai.348p
Aij,Ai,"Point(-4.52817 129.774)",http://www.wikidata.org/entity/Q2635206,https://www.atlasofmutualheritage.nl/en/Ai.348p
Ay,Ai,"Point(-4.52817 129.774)",http://www.wikidata.org/entity/Q2635206,https://www.atlasofmutualheritage.nl/en/Ai.348p
Pulowaij,Ai,"Point(-4.52817 129.774)",http://www.wikidata.org/entity/Q2635206,https://www.atlasofmutualheritage.nl/en/Ai.348p
Bandanaira,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Neyra,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Banda,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
"Banda Neira",Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Nera,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Neijra,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Banda-Neira,Bandanaira,"Point(-4.52646 129.903)",http://www.wikidata.org/entity/Q1534265,https://www.atlasofmutualheritage.nl/en/Bandanaira.349p
Run,Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
Rhun,Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
Run,Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
Pulorin,Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
"Poeloe Run",Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
Ron,Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
"Poulo Ron",Run,"Point(-4.55315 129.685)",,https://www.atlasofmutualheritage.nl/en/Run.350p
Rozengain,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosagain,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosegijn,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosengain,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosengayn,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosingain,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosingijn,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rossegijn,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Rosingheijn,Rozengain,"Point(-4.59 130.04)",http://www.wikidata.org/entity/Q3410727,https://www.atlasofmutualheritage.nl/en/Rozengain.351p
Banjarmasin,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Bandjarmassin,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Bandjermassing,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Bandjirmassin,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
"Banjer Massing",Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Banjermassing,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Tatas,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Beniarmassin,Banjarmasin,"Point(-3.31919 114.591)",http://www.wikidata.org/entity/Q14182,https://www.atlasofmutualheritage.nl/en/Banjarmasin.352p
Patna,Patna,"Point(25.6113 85.1417)",http://www.wikidata.org/entity/Q80484,https://www.atlasofmutualheritage.nl/en/Patna.353p
Patna,Patna,"Point(25.6113 85.1417)",http://www.wikidata.org/entity/Q80484,https://www.atlasofmutualheritage.nl/en/Patna.353p
Patena,Patna,"Point(25.6113 85.1417)",http://www.wikidata.org/entity/Q80484,https://www.atlasofmutualheritage.nl/en/Patna.353p
Pattena,Patna,"Point(25.6113 85.1417)",http://www.wikidata.org/entity/Q80484,https://www.atlasofmutualheritage.nl/en/Patna.353p
Cirebon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Cheribon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Chirbon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Chirebon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Chiribon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Cirebon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Tsjeribon,Cirebon,"Point(-6.71618 108.566)",http://www.wikidata.org/entity/Q10395,https://www.atlasofmutualheritage.nl/en/Cirebon.354p
Cranganur,Cranganur,"Point(10.1963 76.2117)",http://www.wikidata.org/entity/Q3296456,https://www.atlasofmutualheritage.nl/en/Cranganur.355p
Cranganoor,Cranganur,"Point(10.1963 76.2117)",http://www.wikidata.org/entity/Q3296456,https://www.atlasofmutualheritage.nl/en/Cranganur.355p
Crangenoor,Cranganur,"Point(10.1963 76.2117)",http://www.wikidata.org/entity/Q3296456,https://www.atlasofmutualheritage.nl/en/Cranganur.355p
Cranganor,Cranganur,"Point(10.1963 76.2117)",http://www.wikidata.org/entity/Q3296456,https://www.atlasofmutualheritage.nl/en/Cranganur.355p
Crangenor,Cranganur,"Point(10.1963 76.2117)",http://www.wikidata.org/entity/Q3296456,https://www.atlasofmutualheritage.nl/en/Cranganur.355p
Abobo,Abobo,"Point(-3.69215 128.789)",http://www.wikidata.org/entity/Q24344034,https://www.atlasofmutualheritage.nl/en/Abobo.356p
Aboebo,Abobo,"Point(-3.69215 128.789)",http://www.wikidata.org/entity/Q24344034,https://www.atlasofmutualheritage.nl/en/Abobo.356p
Aboeboe,Abobo,"Point(-3.69215 128.789)",http://www.wikidata.org/entity/Q24344034,https://www.atlasofmutualheritage.nl/en/Abobo.356p
Akoon,Akoon,"Point(-3.67504 128.811)",http://www.wikidata.org/entity/Q24344039,https://www.atlasofmutualheritage.nl/en/Akoon.357p
Coon,Akoon,"Point(-3.67504 128.811)",http://www.wikidata.org/entity/Q24344039,https://www.atlasofmutualheritage.nl/en/Akoon.357p
Alang,Alang,"Point(-3.77485 128.002)",http://www.wikidata.org/entity/Q17998010,https://www.atlasofmutualheritage.nl/en/Alang.358p
Alang,Alang,"Point(-3.77485 128.002)",http://www.wikidata.org/entity/Q17998010,https://www.atlasofmutualheritage.nl/en/Alang.358p
Allang,Alang,"Point(-3.77485 128.002)",http://www.wikidata.org/entity/Q17998010,https://www.atlasofmutualheritage.nl/en/Alang.358p
Ambelau,Ambelau,"Point(-3.84336 127.19)",http://www.wikidata.org/entity/Q456775,https://www.atlasofmutualheritage.nl/en/Ambelau.359p
Amblaauw,Ambelau,"Point(-3.84336 127.19)",http://www.wikidata.org/entity/Q456775,https://www.atlasofmutualheritage.nl/en/Ambelau.359p
Amblauw,Ambelau,"Point(-3.84336 127.19)",http://www.wikidata.org/entity/Q456775,https://www.atlasofmutualheritage.nl/en/Ambelau.359p
Ameth,Ameth,"Point(-3.64792 128.806)",http://www.wikidata.org/entity/Q24340698,https://www.atlasofmutualheritage.nl/en/Ameth.360p
Balsetoe,Balsetoe,,,
Balsetou,Balsetoe,,,
Balsetouw,Balsetoe,,,
Buru,Buru,"Point(-3.3544 126.721)",http://www.wikidata.org/entity/Q271030,https://www.atlasofmutualheritage.nl/en/Buru.362p
Boeroe,Buru,"Point(-3.3544 126.721)",http://www.wikidata.org/entity/Q271030,https://www.atlasofmutualheritage.nl/en/Buru.362p
Boerom,Buru,"Point(-3.3544 126.721)",http://www.wikidata.org/entity/Q271030,https://www.atlasofmutualheritage.nl/en/Buru.362p
Bouro,Buru,"Point(-3.3544 126.721)",http://www.wikidata.org/entity/Q271030,https://www.atlasofmutualheritage.nl/en/Buru.362p
Kaibobo,Kaibobo,"Point(-3.21456 128.176)",http://www.wikidata.org/entity/Q19727047,https://www.atlasofmutualheritage.nl/en/Kaibobo.363p
Caijbobo,Kaibobo,"Point(-3.21456 128.176)",http://www.wikidata.org/entity/Q19727047,https://www.atlasofmutualheritage.nl/en/Kaibobo.363p
Kaibobo,Kaibobo,"Point(-3.21456 128.176)",http://www.wikidata.org/entity/Q19727047,https://www.atlasofmutualheritage.nl/en/Kaibobo.363p
Caybobo,Kaibobo,"Point(-3.21456 128.176)",http://www.wikidata.org/entity/Q19727047,https://www.atlasofmutualheritage.nl/en/Kaibobo.363p
Said,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Ceith,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Cheijt,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Seijt,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Zeyt,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Zeijth,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Zaijdt,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Seyt,Said,"Point(-3.59378 128.034)",http://www.wikidata.org/entity/Q12512866,https://www.atlasofmutualheritage.nl/en/Said.364p
Hila,Hila,"Point(-3.58142 128.086)",http://www.wikidata.org/entity/Q12485676,https://www.atlasofmutualheritage.nl/en/Hila.365p
Hila,Hila,"Point(-3.58142 128.086)",http://www.wikidata.org/entity/Q12485676,https://www.atlasofmutualheritage.nl/en/Hila.365p
Hilla,Hila,"Point(-3.58142 128.086)",http://www.wikidata.org/entity/Q12485676,https://www.atlasofmutualheritage.nl/en/Hila.365p
Hijla,Hila,"Point(-3.58142 128.086)",http://www.wikidata.org/entity/Q12485676,https://www.atlasofmutualheritage.nl/en/Hila.365p
